9.0,6.1,-94.0
14.175,6.15,0.0
20.02,8.6,102.0
24.73,6.88,-38
16.38,4.10,11.37
2.34,5.13,100.0
2.83,12.56,180.0
8.75,11.0,10.0
4.251714,11.114775,0.0
